	Gene name	Gene % GC content
ENSMUSG00000101995	Gm29480	53.3
ENSMUSG00000101996	Gm19206	51.39
ENSMUSG00000101997	Gm28722	44.95
ENSMUSG00000101998	Gm21530	45.39
ENSMUSG00000102000	1700006H21Rik	46.45
ENSMUSG00000102001	Gm28755	36.67
ENSMUSG00000102002	Scgb2b6	45.24
ENSMUSG00000102003	Gm28666	38.69
ENSMUSG00000102004	4933402C06Rik	44.94
ENSMUSG00000102005	Gm29409	40.35
ENSMUSG00000102006	Gm28591	48.09
ENSMUSG00000102008	Gm28495	40.32
ENSMUSG00000102009	4933400F21Rik	47.39
ENSMUSG00000102010	Gm28248	45.53
ENSMUSG00000102011	Gm28930	39.3
ENSMUSG00000102012		
ENSMUSG00000102013	E330023G01Rik	45.48
ENSMUSG00000102014	2900009J06Rik	42.43
ENSMUSG00000102015	Gm21476	45.31
ENSMUSG00000102016	Gm29606	40.27
ENSMUSG00000102017	Gm6124	47.9
ENSMUSG00000102018	Iqank1	49.33
ENSMUSG00000102019	Gm21873	45.11
ENSMUSG00000102020	Gm28620	40.77
ENSMUSG00000102022	Gm28735	40.15
ENSMUSG00000102023	Gm8708	45.17
ENSMUSG00000102025	Gm29575	40.63
ENSMUSG00000102026	Gm28571	45.38
ENSMUSG00000102027	Gm28914	51.0
ENSMUSG00000102028	Gm3142	46.25
ENSMUSG00000102029	Gm29530	45.39
ENSMUSG00000102030	Gm29106	37.7
ENSMUSG00000102031	Gm29426	41.2
ENSMUSG00000102032	Gm28705	40.0
ENSMUSG00000102033	Gm28263	37.25
ENSMUSG00000102035	Gm21733	45.26
ENSMUSG00000102036	1700063K16Rik	37.64
ENSMUSG00000102037	Bcl2a1a	37.39
ENSMUSG00000102038	Gm12345	55.23
ENSMUSG00000102039	Gm20788	44.19
ENSMUSG00000102041	Rpl23a-ps9	44.06
ENSMUSG00000102042	Gm29195	46.44
ENSMUSG00000102043	Gm9541	47.01
ENSMUSG00000102044	Gm21249	45.11
ENSMUSG00000102045	Gm21294	35.55
ENSMUSG00000102046	2810404M03Rik	37.98
ENSMUSG00000102047	2010010A06Rik	48.91
ENSMUSG00000102048	Gm6075	46.5
ENSMUSG00000102049		
ENSMUSG00000102050	Gm29499	43.0
ENSMUSG00000102051	Ly6a2	49.81
ENSMUSG00000102052	Gm28387	41.06
ENSMUSG00000102053	Gm4064	36.49
ENSMUSG00000102054	Gm29373	40.2
ENSMUSG00000102055	Gm28913	47.31
ENSMUSG00000102056	Gm28354	44.4
ENSMUSG00000102057	Gm29594	55.31
ENSMUSG00000102058	Gm28470	40.01
ENSMUSG00000102059	Gm20257	48.32
ENSMUSG00000102060	1700061E17Rik	50.44
ENSMUSG00000102061	Gm28823	45.26
ENSMUSG00000102062	Gm29246	65.09
ENSMUSG00000102063	Gm28706	38.59
ENSMUSG00000102064	Gm28625	54.63
ENSMUSG00000102065	Gm28302	45.19
ENSMUSG00000102067	Gm29230	44.63
ENSMUSG00000102068	Mrgprc7-ps	44.22
ENSMUSG00000102069	1700012I11Rik	42.49
ENSMUSG00000102070	Gm28661	38.77
ENSMUSG00000102071	Gm28815	45.04
ENSMUSG00000102072	Gm29551	43.7
ENSMUSG00000102073	Gm6818	48.43
ENSMUSG00000102074	Gm29020	35.84
ENSMUSG00000102075	Gm5368	44.65
ENSMUSG00000102076	Gm20561	45.21
ENSMUSG00000102077	Gm29001	45.34
ENSMUSG00000102079	Gm21879	45.11
ENSMUSG00000102080	Gm5092	47.23
ENSMUSG00000102081	Gm28886	50.95
ENSMUSG00000102082	Gm28675	39.7
ENSMUSG00000102083	Gm5259	52.0
ENSMUSG00000102084	Gm29638	45.42
ENSMUSG00000102085	4930435C17Rik	41.33
ENSMUSG00000102087	Gm28790	45.2
ENSMUSG00000102088	Gm21064	38.78
ENSMUSG00000102090	Gm8964	51.93
ENSMUSG00000102091	Olfr1034	33.04
ENSMUSG00000102092	Gm21892	44.54
ENSMUSG00000102093	Gm17813	52.74
ENSMUSG00000102095	C730036E19Rik	43.53
ENSMUSG00000102096	1700101O22Rik	39.77
ENSMUSG00000102097	A930006L05Rik	46.83
ENSMUSG00000102098	2310016D03Rik	42.0
ENSMUSG00000102099	1700011B04Rik	42.65
ENSMUSG00000102100	Gm18351	37.94
ENSMUSG00000102101	Zbtb11os1	64.96
ENSMUSG00000102102	Gm29159	44.33
ENSMUSG00000102103	Gm21851	45.26
ENSMUSG00000102104	Gm28858	45.41
ENSMUSG00000102105	Gm17946	38.29
ENSMUSG00000102106	2310043O21Rik	46.69
ENSMUSG00000102107	Gm29062	43.66
ENSMUSG00000102108	Gm29037	40.89
ENSMUSG00000102109	Gm29563	46.17
ENSMUSG00000102110	Gm28440	40.1
ENSMUSG00000102111	Gm29566	39.39
ENSMUSG00000102112	1810041H14Rik	50.17
ENSMUSG00000102113	Gm28061	47.71
ENSMUSG00000102114	BC048559	43.29
ENSMUSG00000102115	Gm28766	38.89
ENSMUSG00000102116	Gm28887	39.0
ENSMUSG00000102117	Rpsa-ps1	56.09
ENSMUSG00000102118	Gm29637	43.53
ENSMUSG00000102119	Gm28462	38.91
ENSMUSG00000102120	Gm28630	46.99
ENSMUSG00000102121	Gm28065	41.9
ENSMUSG00000102122	Gm20883	35.51
ENSMUSG00000102123	Gm4319	42.63
ENSMUSG00000102124	Gm29296	40.55
ENSMUSG00000102125	Gm28520	40.46
ENSMUSG00000102126	Gm29143	55.22
ENSMUSG00000102127	Gm28972	45.29
ENSMUSG00000102128	Gm18349	47.57
ENSMUSG00000102129	Gm28969	40.45
ENSMUSG00000102131	Gm21160	45.98
ENSMUSG00000102132	Gm21813	45.4
ENSMUSG00000102133	Gm37106	36.42
ENSMUSG00000102134	Gm9931	35.19
ENSMUSG00000102135	Gm37108	42.55
ENSMUSG00000102136	Gm37107	43.18
ENSMUSG00000102137	Rpl28-ps2	48.56
ENSMUSG00000102138	Gm31942	40.2
ENSMUSG00000102139	Gm37109	41.22
ENSMUSG00000102140	Gm38058	54.21
ENSMUSG00000102141	Gm3952	40.48
ENSMUSG00000102142	Gm26930	42.52
ENSMUSG00000102143	Gm38057	42.27
ENSMUSG00000102144	4930429P21Rik	50.87
ENSMUSG00000102145	Gm38056	44.22
ENSMUSG00000102146	Gm38054	45.37
ENSMUSG00000102147	Gm38055	46.23
ENSMUSG00000102148	Gm38059	48.57
ENSMUSG00000102149	Gm9723	44.86
ENSMUSG00000102150	Gm37473	39.53
ENSMUSG00000102151	Gm37472	44.2
ENSMUSG00000102152	Gm37475	49.75
ENSMUSG00000102153	Gm37474	42.72
ENSMUSG00000102154	Gm37469	44.16
ENSMUSG00000102155	Gm37468	38.36
ENSMUSG00000102156		
ENSMUSG00000102157	Gm37470	37.67
ENSMUSG00000102158	Gm34342	45.87
ENSMUSG00000102159	Gm37476	44.83
ENSMUSG00000102160	Gm36944	32.87
ENSMUSG00000102162	Gm2367	47.03
ENSMUSG00000102163	Gm36945	43.39
ENSMUSG00000102164	Gm36946	44.14
ENSMUSG00000102166	Gm36947	44.15
ENSMUSG00000102167	Gm2345	52.8
ENSMUSG00000102168	Gm36943	34.4
ENSMUSG00000102169	Gm9113	47.25
ENSMUSG00000102170	Gm20781	45.17
ENSMUSG00000102171		
ENSMUSG00000102172	Gm37873	40.61
ENSMUSG00000102173	Gm37872	51.62
ENSMUSG00000102174	Gm36398	44.4
ENSMUSG00000102175	Gm6119	46.85
ENSMUSG00000102176	Gm37871	45.49
ENSMUSG00000102177	Gm37870	40.25
ENSMUSG00000102178	Gm37869	34.45
ENSMUSG00000102179	Gm37868	36.23
ENSMUSG00000102180	Gm37189	41.95
ENSMUSG00000102181	Gm37190	35.39
ENSMUSG00000102182	Gm37187	46.71
ENSMUSG00000102183		
ENSMUSG00000102184	Gm37192	45.62
ENSMUSG00000102185	5033404E19Rik	44.24
ENSMUSG00000102186	Gm37191	46.13
ENSMUSG00000102187	Gm7897	35.1
ENSMUSG00000102188	Gm37193	36.26
ENSMUSG00000102189	Gm37194	47.51
ENSMUSG00000102190	Gm38166	36.94
ENSMUSG00000102191	Gm36569	42.88
ENSMUSG00000102192	Gm38167	41.34
ENSMUSG00000102193	Gm7299	48.19
ENSMUSG00000102194	Gm38169	42.73
ENSMUSG00000102195	Gm38168	40.3
ENSMUSG00000102196	Gm38171	42.06
ENSMUSG00000102197	Gm38170	37.99
ENSMUSG00000102198	Gm38173	43.56
ENSMUSG00000102199	Gm38172	34.42
ENSMUSG00000102200	Gm36957	47.45
ENSMUSG00000102201	Gm36956	51.87
ENSMUSG00000102202	Gm33280	47.28
ENSMUSG00000102203	4930412E21Rik	38.1
ENSMUSG00000102204	Gm36958	45.76
ENSMUSG00000102205	9430092D12Rik	39.48
ENSMUSG00000102206	Pcdha11	39.71
ENSMUSG00000102207	Gm10344	44.89
ENSMUSG00000102208	Gm32033	38.62
ENSMUSG00000102211	Gm37490	41.85
ENSMUSG00000102212	C230085N15Rik	43.82
ENSMUSG00000102213	Gm37489	64.78
ENSMUSG00000102214	Gm37492	42.29
ENSMUSG00000102215	Gm2464	53.56
ENSMUSG00000102216	Gm19231	40.48
ENSMUSG00000102217	Gm37491	43.47
ENSMUSG00000102218	Gm37493	46.88
ENSMUSG00000102219	Gm6606	43.22
ENSMUSG00000102220	Rpl23a-ps5	47.0
ENSMUSG00000102221	Gm37301	45.21
ENSMUSG00000102222	Pcdhga10	45.69
ENSMUSG00000102223	Gm37300	42.86
ENSMUSG00000102224	4930447F24Rik	51.55
ENSMUSG00000102225	Gm37983	33.25
ENSMUSG00000102227	Gm37302	42.93
ENSMUSG00000102229	Gm37299	44.31
ENSMUSG00000102230	Gm31335	45.6
ENSMUSG00000102231	1700074A21Rik	39.31
ENSMUSG00000102232	Gm19035	40.5
ENSMUSG00000102233	Gm37889	30.68
ENSMUSG00000102234	Gm37885	52.31
ENSMUSG00000102235	Gm37886	41.9
ENSMUSG00000102236	Gm37887	35.2
ENSMUSG00000102237		
ENSMUSG00000102238	Gm37890	38.78
ENSMUSG00000102239	Gm38296	45.17
ENSMUSG00000102240	Gm37717	37.79
ENSMUSG00000102241	Gm37716	44.35
ENSMUSG00000102242	Gm37719	48.29
ENSMUSG00000102243	Gm37718	36.91
ENSMUSG00000102244	Gm37714	49.12
ENSMUSG00000102245		46.46
ENSMUSG00000102246	9430037O13Rik	38.1
ENSMUSG00000102247	Gm37715	34.04
ENSMUSG00000102248	Gm30280	47.71
ENSMUSG00000102249	4930423C22Rik	46.45
ENSMUSG00000102250	Gm38260	34.67
ENSMUSG00000102251	Gm37654	40.54
ENSMUSG00000102252	Snrpn	37.11
ENSMUSG00000102253	Gm38259	35.48
ENSMUSG00000102254	Gm7496	44.35
ENSMUSG00000102255	Gm36891	36.79
ENSMUSG00000102256	Gm38258	42.04
ENSMUSG00000102257	Gm37649	44.35
ENSMUSG00000102258	Gm38257	41.58
ENSMUSG00000102259	Gm38230	36.24
ENSMUSG00000102260	D330025C20Rik	55.42
ENSMUSG00000102261	Gm18864	40.63
ENSMUSG00000102262	Gm38107	43.39
ENSMUSG00000102263	Gm31415	37.57
ENSMUSG00000102264	Gm30638	36.62
ENSMUSG00000102265	Gm32447	43.9
ENSMUSG00000102266	Gm38106	42.3
ENSMUSG00000102267	9530003O04Rik	33.37
ENSMUSG00000102268	Gm8826	41.51
ENSMUSG00000102269	Gm7357	52.8
ENSMUSG00000102270	Gm8388	49.07
ENSMUSG00000102271	C630050I24Rik	49.81
ENSMUSG00000102272	Gm7512	41.62
ENSMUSG00000102273	Gm34550	41.05
ENSMUSG00000102274	Gm4855	38.49
ENSMUSG00000102275	Gm37144	42.17
ENSMUSG00000102276	2900069G24Rik	47.37
ENSMUSG00000102277	A130050O07Rik	41.05
ENSMUSG00000102278	Gm37145	45.65
ENSMUSG00000102279	Gm37146	46.92
ENSMUSG00000102280	Gm36999	43.12
ENSMUSG00000102281	Ighv1-30	46.03
ENSMUSG00000102282	A930032L01Rik	46.6
ENSMUSG00000102283	Gm37000	35.98
ENSMUSG00000102284	Gm37002	34.58
ENSMUSG00000102285	Gm37001	50.53
ENSMUSG00000102286	Gm37004	39.72
ENSMUSG00000102287	Gm37003	45.28
ENSMUSG00000102288	Gm36998	43.89
ENSMUSG00000102289	Gm31258	39.64
ENSMUSG00000102290	Gm21678	45.98
ENSMUSG00000102291	Gm37542	49.72
ENSMUSG00000102293	Gm37541	39.09
ENSMUSG00000102294	Gm37544	50.95
ENSMUSG00000102295	Ighv1-57	40.65
ENSMUSG00000102296	Gm37543	34.63
ENSMUSG00000102297	5730585A16Rik	46.64
ENSMUSG00000102298	Gm33707	53.78
ENSMUSG00000102299	Gm37539	48.94
ENSMUSG00000102300	Gm34106	55.75
ENSMUSG00000102301	Ighv8-2	48.41
ENSMUSG00000102302	Gm38190	39.16
ENSMUSG00000102303	Gm38191	43.24
ENSMUSG00000102304	Gm35843	36.58
ENSMUSG00000102305	Gm38192	45.64
ENSMUSG00000102306		
ENSMUSG00000102307	Gm38194	50.88
ENSMUSG00000102308	2310046K23Rik	46.39
ENSMUSG00000102309	Gm38189	33.77
ENSMUSG00000102310	Gm37631	44.23
ENSMUSG00000102311	Gm5543	47.66
ENSMUSG00000102312	Pcdha3	40.38
ENSMUSG00000102313	Ighv1-62-1	52.08
ENSMUSG00000102314	Gm37630	33.52
ENSMUSG00000102315	Ighv1-28	46.77
ENSMUSG00000102316	Gm37629	35.71
ENSMUSG00000102317	Gm37628	38.2
ENSMUSG00000102318	Gm37627	45.2
ENSMUSG00000102319	Gm37626	34.65
ENSMUSG00000102320	Gm37791	50.7
ENSMUSG00000102321	Gm37792	35.42
ENSMUSG00000102322	4930566N20Rik	36.45
ENSMUSG00000102323	Gm37790	48.68
ENSMUSG00000102324	Gm19721	53.29
ENSMUSG00000102325	Gm37789	34.61
ENSMUSG00000102326	Gm37788	33.05
ENSMUSG00000102327	Trbv12-3	47.63
ENSMUSG00000102328	Gm37793	45.18
ENSMUSG00000102329	Gm10851	48.31
ENSMUSG00000102330	Gm37234	36.16
ENSMUSG00000102331	Gm19938	39.44
ENSMUSG00000102332	Gm19331	36.45
ENSMUSG00000102333	Gm37235	52.54
ENSMUSG00000102334	Gm18865	42.95
ENSMUSG00000102335	Gm37231	40.79
ENSMUSG00000102336	Gm37233	49.05
ENSMUSG00000102337	Gm37232	51.5
ENSMUSG00000102338	Gm37236	44.41
ENSMUSG00000102339	Gm21443	45.26
ENSMUSG00000102340		
ENSMUSG00000102341	Gm18952	45.86
ENSMUSG00000102342	Gm37380	46.6
ENSMUSG00000102343	Gm37381	38.89
ENSMUSG00000102344	9430053O09Rik	37.59
ENSMUSG00000102345	Gm37377	45.39
ENSMUSG00000102346	Gm37378	40.79
ENSMUSG00000102347	Gm21469	45.69
ENSMUSG00000102348	Gm10568	36.47
ENSMUSG00000102349	Gm37376	43.71
ENSMUSG00000102350	Gm37434	40.27
ENSMUSG00000102352	Gm38346	48.81
ENSMUSG00000102353	Gm38345	53.38
ENSMUSG00000102354	Gm38350	43.53
ENSMUSG00000102355	Gm38349	35.28
ENSMUSG00000102356	1700047N06Rik	38.8
ENSMUSG00000102357	Gm38348	42.85
ENSMUSG00000102358	Gm21412	45.26
ENSMUSG00000102359	Gm38351	39.24
ENSMUSG00000102360	Gm37043	43.83
ENSMUSG00000102362	4930509J09Rik	36.92
ENSMUSG00000102363	Gm32999	46.98
ENSMUSG00000102364	Ighv8-5	47.4
ENSMUSG00000102365	Gm37045	36.13
ENSMUSG00000102366	Gm37044	45.45
ENSMUSG00000102367		
ENSMUSG00000102368	4930590L20Rik	36.1
ENSMUSG00000102369	9530022L04Rik	39.03
ENSMUSG00000102370	Gm37973	39.02
ENSMUSG00000102371	Olfr258-ps1	38.64
ENSMUSG00000102372	A430050A11Rik	37.77
ENSMUSG00000102373	9530018H14Rik	37.09
ENSMUSG00000102374	Gm38387	37.14
ENSMUSG00000102375	A930036K24Rik	50.33
ENSMUSG00000102376	Gm37975	45.07
ENSMUSG00000102377	Gm37974	57.13
ENSMUSG00000102378	Gm37972	41.3
ENSMUSG00000102379	Gm37971	38.3
ENSMUSG00000102380	Gm38140	51.54
ENSMUSG00000102381	Ighv8-7	47.14
ENSMUSG00000102382	Gm38141	39.37
ENSMUSG00000102383	Gm38142	41.01
ENSMUSG00000102384	Gm38143	45.27
ENSMUSG00000102385	Gm38144	58.71
ENSMUSG00000102386	2900022M07Rik	37.86
ENSMUSG00000102387	Gm38145	44.73
ENSMUSG00000102388	Gm33815	40.32
ENSMUSG00000102389	D630023O14Rik	41.46
ENSMUSG00000102390	Gm37579	46.48
ENSMUSG00000102391	Gm37578	36.02
ENSMUSG00000102392	Gm37577	40.04
ENSMUSG00000102393	Gm37576	41.13
ENSMUSG00000102394	Gm37575	46.28
ENSMUSG00000102395		
ENSMUSG00000102396	Gm37574	45.53
ENSMUSG00000102397	Gm37573	37.72
ENSMUSG00000102398	Gm37580	43.96
ENSMUSG00000102399	Gm5049	52.77
ENSMUSG00000102400	Gm37865	40.68
ENSMUSG00000102401	Gm37864	40.39
ENSMUSG00000102402	Gm20840	45.69
ENSMUSG00000102403	Gm38187	35.53
ENSMUSG00000102404	5530400K19Rik	43.84
ENSMUSG00000102405	Gm37863	45.85
ENSMUSG00000102406	A730094K22Rik	45.14
ENSMUSG00000102407	Gm37862	38.81
ENSMUSG00000102408	4930568G15Rik	44.04
ENSMUSG00000102409	Trbv18	43.88
ENSMUSG00000102410	Gm36935	48.63
ENSMUSG00000102411	Gm36936	40.38
ENSMUSG00000102413	Gm36937	52.84
ENSMUSG00000102414	Gm36938	47.66
ENSMUSG00000102415	A430110C17Rik	42.53
ENSMUSG00000102416	4933424G06Rik	46.37
ENSMUSG00000102417	Gm36939	42.6
ENSMUSG00000102418	Sh2d1b1	43.62
ENSMUSG00000102419	Gm36940	39.39
ENSMUSG00000102420	Gm37464	37.97
ENSMUSG00000102421	Gm37325	43.95
ENSMUSG00000102422	Iqschfp	41.48
ENSMUSG00000102423	Gm37465	42.77
ENSMUSG00000102424	Paupar	47.47
ENSMUSG00000102425	Gm26616	48.63
ENSMUSG00000102426		
ENSMUSG00000102427	Gm37463	35.05
ENSMUSG00000102428	Pcdhga12	45.56
ENSMUSG00000102429	Gm37462	40.21
ENSMUSG00000102430	Gm38051	48.96
ENSMUSG00000102431		
ENSMUSG00000102432	Gm29856	46.72
ENSMUSG00000102433	Gm38050	36.46
ENSMUSG00000102434	Gm38049	51.38
ENSMUSG00000102436	Gm38047	34.42
ENSMUSG00000102437		
ENSMUSG00000102438	Gm17953	42.43
ENSMUSG00000102439	Flg	55.67
ENSMUSG00000102440	Pcdhga9	45.79
ENSMUSG00000102441	Gm38032	44.43
ENSMUSG00000102442	Gm37103	52.17
ENSMUSG00000102443	Gm37102	38.37
ENSMUSG00000102445	Gm37104	52.04
ENSMUSG00000102446	Gm17965	40.62
ENSMUSG00000102447	Gm6621	51.94
ENSMUSG00000102448	Gm37101	40.27
ENSMUSG00000102449	Gm37100	38.36
ENSMUSG00000102450	Gm38343	41.98
ENSMUSG00000102451	Gm37655	36.91
ENSMUSG00000102452	Gm38344	37.92
ENSMUSG00000102453	Ighv1-48	43.88
ENSMUSG00000102456	Gm37508	30.23
ENSMUSG00000102457	Gm38342	50.27
ENSMUSG00000102458	Pisrt1	47.77
ENSMUSG00000102459	Gm38352	48.49
ENSMUSG00000102460	Gm38197	45.52
ENSMUSG00000102461	Gm37166	53.8
ENSMUSG00000102462	Gm5542	47.57
ENSMUSG00000102463	1700003N22Rik	60.15
ENSMUSG00000102464	Gm38199	44.95
ENSMUSG00000102465	Gm38198	40.35
ENSMUSG00000102466	Gm38200	40.6
ENSMUSG00000102467	Gm37167	50.51
ENSMUSG00000102469	Gm38201	41.34
ENSMUSG00000102470	Gm37244	36.24
ENSMUSG00000102471	Gm5100	56.54
ENSMUSG00000102473	Gm37243	43.36
ENSMUSG00000102474	2610012C04Rik	46.73
ENSMUSG00000102475	Gm37246	45.75
ENSMUSG00000102476	Gm37245	41.56
ENSMUSG00000102478	BC085271	42.97
ENSMUSG00000102479	Gm18551	45.17
ENSMUSG00000102480	Gm37926	39.89
ENSMUSG00000102481	Gm37925	43.78
ENSMUSG00000102482	Gm37924	46.45
ENSMUSG00000102483	Catspere1	41.2
ENSMUSG00000102484	Gm37923	37.89
ENSMUSG00000102485	Gm37922	44.18
ENSMUSG00000102486	Gm37921	45.18
ENSMUSG00000102487	Gm21871	45.11
ENSMUSG00000102488	Gm37920	45.13
ENSMUSG00000102489	Dnmt3a-ps1	51.69
ENSMUSG00000102490	Gm36985	45.12
ENSMUSG00000102491	Gm36986	43.63
ENSMUSG00000102492	Gm36987	39.51
ENSMUSG00000102493	Gm8010	47.84
ENSMUSG00000102494	Gm36988	46.43
ENSMUSG00000102495	Gm26524	59.74
ENSMUSG00000102496	Gm36989	30.79
ENSMUSG00000102497	Ighv13-1	46.26
ENSMUSG00000102498	Gm19445	45.08
ENSMUSG00000102499	Gm36984	36.6
ENSMUSG00000102500	Gm37371	50.26
ENSMUSG00000102501	Gm37372	43.37
ENSMUSG00000102502	Ighv1-10	47.95
ENSMUSG00000102503	Gm37370	32.27
ENSMUSG00000102504	Gm21955	44.28
ENSMUSG00000102505	1600017P15Rik	56.85
ENSMUSG00000102506	Gm37369	44.88
ENSMUSG00000102507	Gm21350	45.69
ENSMUSG00000102508	Gm37367	41.08
ENSMUSG00000102509	Gm37368	46.17
ENSMUSG00000102510	Olfr1398-ps1	47.33
ENSMUSG00000102511	Gm38086	51.61
ENSMUSG00000102512	Ighv1-29	46.12
ENSMUSG00000102513	Gm32347	43.68
ENSMUSG00000102514	Gm35323	48.5
ENSMUSG00000102515	Ighv12-2	46.46
ENSMUSG00000102516	Gm38340	47.16
ENSMUSG00000102517	Gm38085	42.68
ENSMUSG00000102518	Gm38339	41.88
ENSMUSG00000102520	Gm36941	40.79
ENSMUSG00000102521	Gm37781	34.03
ENSMUSG00000102522	Gm37782	49.71
ENSMUSG00000102523	Gm37783	44.99
ENSMUSG00000102524	Ighv1-2	48.81
ENSMUSG00000102525	Gm37784	46.03
ENSMUSG00000102526	Gm37785	42.11
ENSMUSG00000102527		
ENSMUSG00000102528	Ighv1-45	44.93
ENSMUSG00000102529	Gm29740	35.39
ENSMUSG00000102530	Gm37228	42.51
ENSMUSG00000102531	1110002O04Rik	48.31
ENSMUSG00000102532	Gm37227	50.0
ENSMUSG00000102533	Gm37226	43.29
ENSMUSG00000102534	Gm37225	51.38
ENSMUSG00000102535	Ighv1-41	45.15
ENSMUSG00000102536	1700039I01Rik	59.29
ENSMUSG00000102537	Gm37224	29.73
ENSMUSG00000102538	Gm37230	47.56
ENSMUSG00000102539	Gm37229	46.06
ENSMUSG00000102540	Gm38134	40.56
ENSMUSG00000102541	Gm38135	52.19
ENSMUSG00000102542	Gm38133	37.26
ENSMUSG00000102543	Pcdhgc5	50.32
ENSMUSG00000102544	Gm5103	44.49
ENSMUSG00000102545	6430573P05Rik	47.27
ENSMUSG00000102546	Gm9722	43.77
ENSMUSG00000102547	Gm38136	45.23
ENSMUSG00000102548	Gm16701	43.42
ENSMUSG00000102549	Gm38137	38.26
ENSMUSG00000102550	Gm8276	46.14
ENSMUSG00000102551	Gm37927	50.76
ENSMUSG00000102552	Gm21763	45.11
ENSMUSG00000102553	D930036K23Rik	36.98
ENSMUSG00000102554	Gm37568	41.76
ENSMUSG00000102555	6430511E19Rik	39.69
ENSMUSG00000102556	Gm37569	34.49
ENSMUSG00000102558	Gm37571	43.16
ENSMUSG00000102559	Gm37570	42.02
ENSMUSG00000102561	Gm37039	45.55
ENSMUSG00000102562	Gm37694	39.29
ENSMUSG00000102563	Gm37695	51.02
ENSMUSG00000102564	Gm37035	54.89
ENSMUSG00000102565	Gm37036	44.21
ENSMUSG00000102566	Gm37037	46.46
ENSMUSG00000102567		
ENSMUSG00000102568	Gm37040	37.99
ENSMUSG00000102569	Gm37041	38.51
ENSMUSG00000102570	Gm37968	46.17
ENSMUSG00000102571	Gm37967	38.5
ENSMUSG00000102572	Gm37966	43.25
ENSMUSG00000102573	Gm7265	42.86
ENSMUSG00000102574	Gm33206	39.23
ENSMUSG00000102575	Gm37241	40.34
ENSMUSG00000102576	Gm37875	40.3
ENSMUSG00000102577	Gm37969	46.67
ENSMUSG00000102578	Gm10576	57.21
ENSMUSG00000102579	Gm37965	33.55
ENSMUSG00000102580	Gm37442	43.56
ENSMUSG00000102581	Gm37443	41.28
ENSMUSG00000102582	Gm37440	40.27
ENSMUSG00000102583	Gm37441	43.95
ENSMUSG00000102584	Gm37438	33.08
ENSMUSG00000102585	Gm37439	42.76
ENSMUSG00000102586	Gm38003	39.85
ENSMUSG00000102587	Ighv1-13	45.6
ENSMUSG00000102588	Gm37444	33.94
ENSMUSG00000102589	Gm37445	46.28
ENSMUSG00000102590	Mannr	39.43
ENSMUSG00000102591	Gm38383	45.11
ENSMUSG00000102592	Gm38385	42.58
ENSMUSG00000102593	Gm38384	42.51
ENSMUSG00000102594	Gm38381	43.96
ENSMUSG00000102595	Gm30097	43.24
ENSMUSG00000102596	Gm20203	47.29
ENSMUSG00000102597	Gm38382	36.77
ENSMUSG00000102598	Gm35670	39.23
ENSMUSG00000102599	Gm38386	47.47
ENSMUSG00000102600	Gm37266	42.02
ENSMUSG00000102601	Ighv3-7	44.57
ENSMUSG00000102602	A930004J17Rik	41.3
ENSMUSG00000102603	Olfr431-ps1	50.18
ENSMUSG00000102605	Gm37264	51.46
ENSMUSG00000102606	Rpl21-ps1	48.96
ENSMUSG00000102607	Gm37265	47.91
ENSMUSG00000102608	Gm37267	49.35
ENSMUSG00000102609	Gm18432	46.9
ENSMUSG00000102610	Gm37846	39.9
ENSMUSG00000102611	Gm37847	60.45
ENSMUSG00000102612	Gm37845	25.35
ENSMUSG00000102613	Gm20836	45.69
ENSMUSG00000102614	Gm37843	45.09
ENSMUSG00000102615	Gm37844	55.92
ENSMUSG00000102616	Gm37841	43.88
ENSMUSG00000102617	Gm37842	40.98
ENSMUSG00000102618	Gm37848	42.15
ENSMUSG00000102619	Gm37849	42.8
ENSMUSG00000102620	Gm37675	42.4
ENSMUSG00000102621	Gm37674	41.22
ENSMUSG00000102622	Trbv7	45.02
ENSMUSG00000102623	Gm37673	43.37
ENSMUSG00000102624	Gm37059	36.41
ENSMUSG00000102625	Gm37672	33.53
ENSMUSG00000102626	Gm18553	48.74
ENSMUSG00000102627	Snurf	39.13
ENSMUSG00000102628	Gm37671	42.99
ENSMUSG00000102629	Gm29999	44.72
ENSMUSG00000102630	Gm37289	37.52
ENSMUSG00000102632	Gm37786	46.48
ENSMUSG00000102633	Gm38224	39.29
ENSMUSG00000102634	Gm38225	54.2
ENSMUSG00000102635		45.75
ENSMUSG00000102636	Gm31466	44.94
ENSMUSG00000102637	Gm8684	41.3
ENSMUSG00000102639	Gm38223	50.65
ENSMUSG00000102641	Ighv1-3	46.36
ENSMUSG00000102642	A130048G24Rik	41.53
ENSMUSG00000102643	Gm37547	45.2
ENSMUSG00000102644	Thap6	42.98
ENSMUSG00000102645	Ighv5-5	43.17
ENSMUSG00000102646	Gm19694	39.6
ENSMUSG00000102647	Gm38024	36.26
ENSMUSG00000102648	Gm38022	48.14
ENSMUSG00000102649	Gm38021	40.26
ENSMUSG00000102650	Gm19863	51.89
ENSMUSG00000102651	Gm37080	42.76
ENSMUSG00000102652	Gm37078	41.31
ENSMUSG00000102653	Gm37079	44.45
ENSMUSG00000102654	Ighv1-21	48.85
ENSMUSG00000102655	Gm37081	52.55
ENSMUSG00000102656	Ighv1-32	46.77
ENSMUSG00000102657	Gm37899	38.47
ENSMUSG00000102658	Gm37076	40.32
ENSMUSG00000102659	Gm37077	38.07
